id,text,created_at,retweet_count,favorite_count,source,length,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location,user_statuses_count,user_verified,user_url,tokenized_text,token_texts,no_of_question_marks,no_of_exclamation_marks,no_of_hashtags,no_of_mentions,cleaned_text,no_of_colon_marks,no_of_words,no_of_uppercase_words,user_has_url?
1186979458969944064,"New #Tunisia-n #President #KaisSaied, gave his first speech in front of #parliament. 
Here are the main points of w… https://t.co/Hor2BQJM88",2019-10-23 12:15:30,4,11,Twitter Web App,140,708759938336686081,Barr_al_Aman,Barr al Aman - Recherche - Média,2016-03-12 21:01:52,"Assessing policies through research & media. Intl trade/affairs, health, agriculture/water, education, local democ.
 لتقييم السياسات العامة عبر البحوث والإعلام",800,80,Around Mediterranean (Tunis),922,False,https://t.co/sSYdNrmvYG,"['New', '#Tunisia-n', '#President', '#KaisSaied', ',', 'gave', 'his', 'first', 'speech', 'in', 'front', 'of', '#parliament', '.', 'Here', 'are', 'the', 'main', 'points', 'of', 'w', '…', 'https://t.co/Hor2BQJM88']","['New', '#Tunisia-n', '#President', '#KaisSaied', ',', 'gave', 'first', 'speech', 'front', '#parliament', '.', 'main', 'points', 'w', '…', 'https://t.co/Hor2BQJM88']",0,0,4,0,"New Tunisia-n President KaisSaied gave his first speech in front of parliament 
Here are the main points of w… ",0,20,3,Yes
1186944061992775681,Woke up to kais saïd's voice...bad fucking morning to me,2019-10-23 09:54:51,0,1,Twitter for Android,56,2743271258,i__samar,samar,2014-08-18 22:40:35,,1398,339,shay 74x  keegan72x,56439,False,,"['Woke', 'up', 'to', 'kais', 'saïd', ""'"", 's', 'voice', '.', '.', '.', 'bad', 'fucking', 'morning', 'to', 'me']","['Woke', 'kais', 'saïd', ""'"", 'voice', '.', '.', '.', 'bad', 'fucking', 'morning']",0,0,0,0,Woke up to kais saïd's voicebad fucking morning to me,0,11,4,No
1186929873434136582,"The republic of Tunisia's different presidents, had on way or another, interacted, collaborated among each other, w… https://t.co/IL2VVpfcAU",2019-10-23 08:58:28,0,0,Facebook,140,1442577788,KarimHamila1,Karim Hamila,2013-05-20 01:28:56,Doctorant,11,79,Lyon,500,False,,"['The', 'republic', 'of', ""Tunisia's"", 'different', 'presidents', ',', 'had', 'on', 'way', 'or', 'another', ',', 'interacted', ',', 'collaborated', 'among', 'each', 'other', ',', 'w', '…', 'https://t.co/IL2VVpfcAU']","['republic', ""Tunisia's"", 'different', 'presidents', ',', 'way', 'another', ',', 'interacted', ',', 'collaborated', 'among', ',', 'w', '…', 'https://t.co/IL2VVpfcAU']",0,0,0,0,The republic of Tunisia's different presidents had on way or another interacted collaborated among each other w… ,0,18,5,No
1186904832269017089,The Tunisian parliament will hold a plenary session on Wednesday for the swearing-in of the newly elected president… https://t.co/okUnfmq8rW,2019-10-23 07:18:58,2,1,Hootsuite Inc.,140,619855057,cgtnafrica,CGTN Africa,2012-06-27 09:53:26,"China Global Television Network, or CGTN, is China’s new international media organization. It was launched by China Central Television (CCTV) on Dec. 31, 2016.",131719,225,Africa,67142,True,https://t.co/LkaYzSUZu3,"['The', 'Tunisian', 'parliament', 'will', 'hold', 'a', 'plenary', 'session', 'on', 'Wednesday', 'for', 'the', 'swearing-in', 'of', 'the', 'newly', 'elected', 'president', '…', 'https://t.co/okUnfmq8rW']","['Tunisian', 'parliament', 'hold', 'plenary', 'session', 'Wednesday', 'swearing-in', 'newly', 'elected', 'president', '…', 'https://t.co/okUnfmq8rW']",0,0,0,0,The Tunisian parliament will hold a plenary session on Wednesday for the swearing-in of the newly elected president… ,0,19,1,Yes
1186705954513063936,"@Nervana_1 it's really good way to discredits islamists ,is to let them destroy  &amp; discredits themselves ,MB in Egy… https://t.co/YpIm1B046P",2019-10-22 18:08:42,0,0,Twitter Web App,144,1186652834529533955,YNensimon,Yahudi Nensimon,2019-10-22 14:37:46,,1,26,,32,False,,"['@Nervana_1', ""it's"", 'really', 'good', 'way', 'to', 'discredits', 'islamists', ',', 'is', 'to', 'let', 'them', 'destroy', '&', 'amp', ';', 'discredits', 'themselves', ',', 'MB', 'in', 'Egy', '…', 'https://t.co/YpIm1B046P']","['@Nervana_1', 'really', 'good', 'way', 'discredits', 'islamists', ',', 'let', 'destroy', '&', 'amp', ';', 'discredits', ',', 'MB', 'Egy', '…', 'https://t.co/YpIm1B046P']",0,0,0,1, it's really good way to discredits islamists is to let them destroy  amp discredits themselves MB in Egy… ,0,19,6,No
1186704942632984576,@nose____bleed Never said it was lot :/,2019-10-22 18:04:40,0,0,Twitter for Android,39,713671856696508416,kais_,mnh🐝❄,2016-03-26 10:20:04,17 @icegallery_,824,305, France,4260,False,https://t.co/bkMaxp9WPd,"['@nose____bleed', 'Never', 'said', 'it', 'was', 'lot', ':/']","['@nose____bleed', 'Never', 'said', 'lot', ':/']",0,0,0,1, Never said it was lot /,1,5,1,Yes
1186649802936913920,#Tunisia: President-elect Kais Saied will be sworn in   at a plenary session of @ARPtn on Wednesday October 23 for… https://t.co/TIvGR4q0Dv,2019-10-22 14:25:34,2,5,Twitter for Android,139,1107922323175297024,TapNewsAgency,TAP news agency,2019-03-19 08:30:40,TAP news agency... reliable source for timely news,1425,103,"Tunis, Tunisia 🇹🇳",3232,False,https://t.co/ApOu0cORlo,"['#Tunisia', ':', 'President-elect', 'Kais', 'Saied', 'will', 'be', 'sworn', 'in', 'at', 'a', 'plenary', 'session', 'of', '@ARPtn', 'on', 'Wednesday', 'October', '23', 'for', '…', 'https://t.co/TIvGR4q0Dv']","['#Tunisia', ':', 'President-elect', 'Kais', 'Saied', 'sworn', 'plenary', 'session', '@ARPtn', 'Wednesday', 'October', '23', '…', 'https://t.co/TIvGR4q0Dv']",0,0,1,1,Tunisia President-elect Kais Saied will be sworn in   at a plenary session of  on Wednesday October 23 for… ,1,19,3,Yes
1186403303279779840,@WikiDokkan Yeah I have her fully duped I’m pretty sure but I’m saving my PHY Kais (and Kais in general) for PHY EZ… https://t.co/PYYzw4fDC4,2019-10-21 22:06:04,0,1,Twitter for iPhone,140,808047736679464960,BaseBlankYT,BaseBlank,2016-12-11 20:36:08,"I'm just a really big anime fan who can draw, I think. My PSN: BaseBlank. My YouTube: BaseBlank - https://t.co/Rye94raVgS",51,142,Disboard,2132,False,,"['@WikiDokkan', 'Yeah', 'I', 'have', 'her', 'fully', 'duped', 'I', '’', 'm', 'pretty', 'sure', 'but', 'I', '’', 'm', 'saving', 'my', 'PHY', 'Kais', '(', 'and', 'Kais', 'in', 'general', ')', 'for', 'PHY', 'EZ', '…', 'https://t.co/PYYzw4fDC4']","['@WikiDokkan', 'Yeah', 'fully', 'duped', '’', 'pretty', 'sure', '’', 'saving', 'PHY', 'Kais', '(', 'Kais', 'general', ')', 'PHY', 'EZ', '…', 'https://t.co/PYYzw4fDC4']",0,0,0,1, Yeah I have her fully duped I’m pretty sure but I’m saving my PHY Kais (and Kais in general) for PHY EZ… ,0,24,11,No
1186226089162661889,have i said this yet. i love huening kais hair,2019-10-21 10:21:53,0,0,Twitter Web App,46,727548979,bbjoons,molls 9¾,2012-07-31 04:23:06,♡ honey bunnies and honey farmers ♡,591,211,bts & txt 💗 kh/uk,39084,False,https://t.co/7u24SeqfQn,"['have', 'i', 'said', 'this', 'yet', '.', 'i', 'love', 'huening', 'kais', 'hair']","['said', 'yet', '.', 'love', 'huening', 'kais', 'hair']",0,0,0,0,have i said this yet i love huening kais hair,0,10,1,Yes
1185971232619057157,"‘Political phenomenon’ Kais Saied.Riadh Sidaoui, director of CARAPS, said the “unusual” convergence between rivals,… https://t.co/8GMwsQaMjq",2019-10-20 17:29:10,2,3,Twitter Web Client,140,135065054,riadhsidaoui,رياض الصيداوي / Riadh Sidaoui,2010-04-20 07:02:52,"‏انا لا أشتم ولا أمدح وإنما أفكر / أنا أفكر إذن أنا موجود
 Je pense, donc je SUIS
.",11421,1005,Genève,16190,False,https://t.co/DEQHiCO5OP,"['‘', 'Political', 'phenomenon', '’', 'Kais', 'Saied', '.', 'Riadh', 'Sidaoui', ',', 'director', 'of', 'CARAPS', ',', 'said', 'the', '“', 'unusual', '”', 'convergence', 'between', 'rivals', ',', '…', 'https://t.co/8GMwsQaMjq']","['‘', 'Political', 'phenomenon', '’', 'Kais', 'Saied', '.', 'Riadh', 'Sidaoui', ',', 'director', 'CARAPS', ',', 'said', '“', 'unusual', '”', 'convergence', 'rivals', ',', '…', 'https://t.co/8GMwsQaMjq']",0,0,0,0,‘Political phenomenon’ Kais SaiedRiadh Sidaoui director of CARAPS said the “unusual” convergence between rivals… ,0,14,10,Yes
1185504849250734082,Some are still puzzling over how #Tunisia president-elect Kais Said had such success among younger voters last week… https://t.co/rchPujJSpd,2019-10-19 10:35:56,0,2,Twitter Web App,140,1182705193,EileenBByrne,Eileen B Byrne,2013-02-15 13:57:58,"Following Tunisia, Algeria, Morocco etc.  ebyrne202@yahoo.com",1543,819,"London, England. 'Likes' do not mean endorsement.",1799,False,https://t.co/2273fT97B2,"['Some', 'are', 'still', 'puzzling', 'over', 'how', '#Tunisia', 'president-elect', 'Kais', 'Said', 'had', 'such', 'success', 'among', 'younger', 'voters', 'last', 'week', '…', 'https://t.co/rchPujJSpd']","['still', 'puzzling', '#Tunisia', 'president-elect', 'Kais', 'Said', 'success', 'among', 'younger', 'voters', 'last', 'week', '…', 'https://t.co/rchPujJSpd']",0,0,1,0,Some are still puzzling over how Tunisia president-elect Kais Said had such success among younger voters last week… ,0,19,1,Yes
1185305617214431234,i know i said exo can pull off any hair color but i lied i don’t like kais hair or chanyeols they need to get rid of that mess,2019-10-18 21:24:15,0,1,Twitter for iPhone,126,1079860139748966400,baekjiaer,#JacksonWang1stAlbum,2018-12-31 22:01:34,stream bullet to the heart,180,183,,11248,False,,"['i', 'know', 'i', 'said', 'exo', 'can', 'pull', 'off', 'any', 'hair', 'color', 'but', 'i', 'lied', 'i', 'don', '’', 't', 'like', 'kais', 'hair', 'or', 'chanyeols', 'they', 'need', 'to', 'get', 'rid', 'of', 'that', 'mess']","['know', 'said', 'exo', 'pull', 'hair', 'color', 'lied', '’', 'like', 'kais', 'hair', 'chanyeols', 'need', 'get', 'rid', 'mess']",0,0,0,0,i know i said exo can pull off any hair color but i lied i don’t like kais hair or chanyeols they need to get rid of that mess,0,30,1,No
1185282442472484864,@MfaTunisia   @seanhannity @TuckerCarlson This will be widely known in the US with appropriate consequences for any… https://t.co/4FIkEQWH16,2019-10-18 19:52:10,0,0,Twitter for iPhone,140,14109083,sternlight,sternlight,2008-03-09 19:49:40,https://t.co/SrWlxmtGjO,36,42,Los Angeles,2763,False,,"['@MfaTunisia', '@seanhannity', '@TuckerCarlson', 'This', 'will', 'be', 'widely', 'known', 'in', 'the', 'US', 'with', 'appropriate', 'consequences', 'for', 'any', '…', 'https://t.co/4FIkEQWH16']","['@MfaTunisia', '@seanhannity', '@TuckerCarlson', 'widely', 'known', 'US', 'appropriate', 'consequences', '…', 'https://t.co/4FIkEQWH16']",0,0,0,3,     This will be widely known in the US with appropriate consequences for any… ,0,13,2,No
1185279644712357888,@POTUS Tunisia’s new president said late last week that relationship or ties with Israel equals “high treason.” Kaï… https://t.co/Vw45aK2VhV,2019-10-18 19:41:03,0,0,Twitter for iPhone,140,14109083,sternlight,sternlight,2008-03-09 19:49:40,https://t.co/SrWlxmtGjO,36,42,Los Angeles,2763,False,,"['@POTUS', 'Tunisia', '’', 's', 'new', 'president', 'said', 'late', 'last', 'week', 'that', 'relationship', 'or', 'ties', 'with', 'Israel', 'equals', '“', 'high', 'treason', '.', '”', 'Kaï', '…', 'https://t.co/Vw45aK2VhV']","['@POTUS', 'Tunisia', '’', 'new', 'president', 'said', 'late', 'last', 'week', 'relationship', 'ties', 'Israel', 'equals', '“', 'high', 'treason', '.', '”', 'Kaï', '…', 'https://t.co/Vw45aK2VhV']",0,0,0,1, Tunisia’s new president said late last week that relationship or ties with Israel equals “high treason” Kaï… ,0,18,6,No
1185233718929215488,Our second democratically elected president is Mr. Kais Said who won with 72 percent of the votes! I hope he can le… https://t.co/aBkOlCKnQi,2019-10-18 16:38:33,0,1,Twitter for iPhone,140,737937197400264704,yasyas_chan,Yasmine M'hirsi,2016-06-01 09:21:52,Humaine|Tunisienne|Antispeciste|Astrophysicist | Particle Physicist|,26,182,"London, England",65,False,,"['Our', 'second', 'democratically', 'elected', 'president', 'is', 'Mr', '.', 'Kais', 'Said', 'who', 'won', 'with', '72', 'percent', 'of', 'the', 'votes', '!', 'I', 'hope', 'he', 'can', 'le', '…', 'https://t.co/aBkOlCKnQi']","['second', 'democratically', 'elected', 'president', 'Mr', '.', 'Kais', 'Said', '72', 'percent', 'votes', '!', 'hope', 'le', '…', 'https://t.co/aBkOlCKnQi']",0,1,0,0,Our second democratically elected president is Mr Kais Said who won with 72 percent of the votes I hope he can le… ,0,22,5,No
1185187842441527299,And Tunisian president elect Kais Said has mo vision/programme! - a country crippling under debt and a weakening cu… https://t.co/Gnsmdw8J7p,2019-10-18 13:36:16,0,0,Twitter for iPhone,140,216572871,ElyssaDidon,Elyssa Didon,2010-11-17 03:41:01,"I'm sexy and I know it! Mom and loving wife working in finance. Into politics, fashion, food & wining. Look forward to sharing with you. Anonymous XOXO",620,317,New York,12472,False,,"['And', 'Tunisian', 'president', 'elect', 'Kais', 'Said', 'has', 'mo', 'vision', '/', 'programme', '!', '-', 'a', 'country', 'crippling', 'under', 'debt', 'and', 'a', 'weakening', 'cu', '…', 'https://t.co/Gnsmdw8J7p']","['Tunisian', 'president', 'elect', 'Kais', 'Said', 'mo', 'vision', '/', 'programme', '!', '-', 'country', 'crippling', 'debt', 'weakening', 'cu', '…', 'https://t.co/Gnsmdw8J7p']",0,1,0,0,And Tunisian president elect Kais Said has mo vision/programme - a country crippling under debt and a weakening cu… ,0,19,4,No
1185100544819548160,It's not a coincidence to see Tunisian Leader Kais Said getting suspended on Twitter after criticizing #Israel open… https://t.co/pGjmhfW8MR,2019-10-18 07:49:22,10,26,Twitter for Android,140,257593,Omar_Gaza,Omar Ghraieb🇵🇸,2006-12-26 09:09:59,"Views expressed here are my own, it doesn't represent my country or any organization I work with. 
Omar.journalist@gmail.com
https://t.co/Qo0NYIG3mu",47153,5435,Palestine,91325,True,https://t.co/V3xTwDTgZD,"[""It's"", 'not', 'a', 'coincidence', 'to', 'see', 'Tunisian', 'Leader', 'Kais', 'Said', 'getting', 'suspended', 'on', 'Twitter', 'after', 'criticizing', '#Israel', 'open', '…', 'https://t.co/pGjmhfW8MR']","['coincidence', 'see', 'Tunisian', 'Leader', 'Kais', 'Said', 'getting', 'suspended', 'Twitter', 'criticizing', '#Israel', 'open', '…', 'https://t.co/pGjmhfW8MR']",0,0,1,0,It's not a coincidence to see Tunisian Leader Kais Said getting suspended on Twitter after criticizing Israel open… ,0,19,1,Yes
1185065470392553473,Tunisia’s new president said late last week that relationship or ties with Israel equals “high treason.” Kaïs Saïed… https://t.co/ayqOe390EA,2019-10-18 05:30:00,2,1,TweetDeck,140,102172021,Algemeiner,Algemeiner,2010-01-05 21:38:03,"Labeled the fastest growing Jewish newspaper in America, The Algemeiner delivers news and commentary from Israel, Middle East and worldwide Jewish communities",15058,9,Global,31585,True,http://t.co/w1X8YDxkId,"['Tunisia', '’', 's', 'new', 'president', 'said', 'late', 'last', 'week', 'that', 'relationship', 'or', 'ties', 'with', 'Israel', 'equals', '“', 'high', 'treason', '.', '”', 'Kaïs', 'Saïed', '…', 'https://t.co/ayqOe390EA']","['Tunisia', '’', 'new', 'president', 'said', 'late', 'last', 'week', 'relationship', 'ties', 'Israel', 'equals', '“', 'high', 'treason', '.', '”', 'Kaïs', 'Saïed', '…', 'https://t.co/ayqOe390EA']",0,0,0,0,Tunisia’s new president said late last week that relationship or ties with Israel equals “high treason” Kaïs Saïed… ,0,19,5,Yes
1184931679766532097,"The election of Kais Saied as President of Tunisia, gave many Tunisians a boost of optimism. Saied seeks to expand… https://t.co/1BREW8IQB9",2019-10-17 20:38:22,1,3,Twitter Web App,139,1007716032960659458,TheTopline,The Topline,2018-06-15 20:06:39,Democracy's Front Page. Your source for the latest news & opinion on issues related to liberty & justice in America & beyond. By Stand Up Republic Foundation.,355,153,,2521,False,https://t.co/mtjqQpdbDw,"['The', 'election', 'of', 'Kais', 'Saied', 'as', 'President', 'of', 'Tunisia', ',', 'gave', 'many', 'Tunisians', 'a', 'boost', 'of', 'optimism', '.', 'Saied', 'seeks', 'to', 'expand', '…', 'https://t.co/1BREW8IQB9']","['election', 'Kais', 'Saied', 'President', 'Tunisia', ',', 'gave', 'many', 'Tunisians', 'boost', 'optimism', '.', 'Saied', 'seeks', 'expand', '…', 'https://t.co/1BREW8IQB9']",0,0,0,0,The election of Kais Saied as President of Tunisia gave many Tunisians a boost of optimism Saied seeks to expand… ,0,20,3,Yes
1184831377608445953,"@lmgaveriaux Laura, we must respect democracy. The people never asked for equal inheritance, nor homosexual rights.… https://t.co/6mGsNJTLai",2019-10-17 13:59:48,0,0,Twitter Web App,140,1174971972851097605,zebizeb46828231,Патит پاتيت 🇹🇳,2019-09-20 09:02:18,,17,12,,108,False,,"['@lmgaveriaux', 'Laura', ',', 'we', 'must', 'respect', 'democracy', '.', 'The', 'people', 'never', 'asked', 'for', 'equal', 'inheritance', ',', 'nor', 'homosexual', 'rights', '.', '…', 'https://t.co/6mGsNJTLai']","['@lmgaveriaux', 'Laura', ',', 'must', 'respect', 'democracy', '.', 'people', 'never', 'asked', 'equal', 'inheritance', ',', 'homosexual', 'rights', '.', '…', 'https://t.co/6mGsNJTLai']",0,0,0,1, Laura we must respect democracy The people never asked for equal inheritance nor homosexual rights… ,0,15,5,No
